,title,most_similar_1,most_similar_2,most_similar_3,most_similar_4,most_similar_5,most_similar_6,most_similar_7,most_similar_8,most_similar_9,most_similar_10
126,Facebook Messenger hits 1 billion users,Getting In The Game Puts Your Start Up Investment on the Board (1.31),"Daisy Chittilapilly- Director, Partner Organization, Cisco India and SAARC (1.00)",Audiam Wants to Find Money for Musicians on YouTube (1.00),Amazon Takes Aim at Etsy with Handmade (1.00),MyOpenID Will Shut Down in February (1.00),When is the Best Time to Trademark Your Company Name? (1.00),Enterprise Cloud Services Retooled as Google for Work (1.00),Reaching the Cloud: Dedicated Ethernet vs Public Internet Connections (1.00),Malicious Apps On Google Play Increase By 388 Percent (1.00),"Yahoo Will Free Up Inactive IDs, Possibly Including Yours (1.00)"
127,How To Get Your Content Shared On Twitter,Better Online Marketing Optimization Through Google Analytics: A Book Review (1.00),Metrics Overload? How to Streamline Marketing Data (1.00),Why Employees Are Always A Bad Idea: A Review (1.00),How Does Social Media Aid Lead Generation? (1.00),How to Turn Around a Bad Review Online Successfully (1.00),Book Review: You Are What You Choose (1.00),Review: Attention! This Book Will Make You Money (1.00),This One Quality Can Make or Break Your Social Media Campaigns (1.00),Become a Better Blogger and Writer in 7 Easy Steps (1.00),Why SMB owners should care about SEO (1.00)
128,Find Your Soul and You May Just Find Your Niche,3 Ways to Look at Marketing (0.99),Better Online Marketing Optimization Through Google Analytics: A Book Review (0.99),Why Employees Are Always A Bad Idea: A Review (0.99),How to Leverage Infographics for B2B Marketing (0.99),How Does Social Media Aid Lead Generation? (0.99),Book Review: You Are What You Choose (0.99),Review: Attention! This Book Will Make You Money (0.99),This One Quality Can Make or Break Your Social Media Campaigns (0.99),Become a Better Blogger and Writer in 7 Easy Steps (0.99),"Smarter, Faster, Cheaper: A Review (0.99)"
129,Video Ad Service TubeMogul Hopes to Raise $93.4 Million with IPO,Getting In The Game Puts Your Start Up Investment on the Board (1.39),The Christmas Conspiracy (1.00),"The story of BPLs amazing comeback, riding the online wave on the shoulders of Flipkart (1.00)",Finding Money for That Franchise When Money is Tight (0.99),Could Robots Be the Employees of the Future? (0.99),Verizon Plans to Acquire Content Delivery Network EdgeCast (0.99),LinkedIn Acquires Bizo for a Cool $175 Million (0.99),When is the Best Time to Trademark Your Company Name? (0.99),"Despite the Hype, Few Study Entrepreneurship (0.99)","Wix, the Freemium Website Building Platform, Is Growing Like Gangbusters (0.99)"
130,Giles House of CallidusCloud: Most Important Cloud is one that Turns Leads into Cash,How to Turn Around a Bad Review Online Successfully (1.00),CEO of @PipelinerCRM: Sales is About Process & People Not Data Mgmt (1.00),5 Internet Marketing Trends for SMBs to Watch in 2012 (1.00),You Made It Yourself: Now What? 29 Places to Sell Your Handmade Creations (0.99),"Jupitermedia: Media Analyst, NYC (0.99)",Better Online Marketing Optimization Through Google Analytics: A Book Review (0.99),Metrics Overload? How to Streamline Marketing Data (0.99),4 Real Reasons to Care About Google Place Pages (0.99),Why Employees Are Always A Bad Idea: A Review (0.99),Review: Attention! This Book Will Make You Money (0.99)
131,The Original Social Swami Joins Surefire Social,You Made It Yourself: Now What? 29 Places to Sell Your Handmade Creations (1.00),"Jupitermedia: Media Analyst, NYC (1.00)",4 Real Reasons to Care About Google Place Pages (1.00),"Culture, Career Development and Networking Blend in Black Faces In White Places (1.00)",How to Turn Around a Bad Review Online Successfully (1.00),What If Someone Stole Your Website? (1.00),What Does Google Place Pages Mean For SMBs? (1.00),Jon Ferrara of Nimble: Social Selling is About Striking the Right Balance of Insights and Instincts (1.00),Turn Visitors Into Buyers: Benefits of Retargeting (1.00),5 Reasons You Can No Longer Afford to Ignore Google Plus (1.00)
132,Putting Television in Your Lobby or Place of Business: What you Need to Know,94 Percent of People Think Buying From Small Businesses is Important (1.00),Raising Minimum Wage: Next Proposal to Threaten Small Businesses (1.00),Woman Makes Business Out of Giant Cookies After Losing Job of 30 Years (1.00),Shutdown Cost Small Tourism Businesses Millions (1.00),The Micro Business Home Equity Loan Crunch (0.99),Business Fills Same Niche for Over 100 Years (0.99),Targeted Cyber Attacks Against Small Biz: Chat Recap (0.99),A Plug-and-Play Customer Loyalty Program for Small Businesses (0.98),IRS Claims Small Businesses Underreporting Cash Payments (0.98),Protecting Small Business Intellectual Property (0.97)
133,"Buy Bajaj Finserv Ltd., target Rs 2850.0 :  Kunal Bothra",Getting In The Game Puts Your Start Up Investment on the Board (1.26),Victoria's Secret supermodel reveals everything she eats in a day (1.00),Microsoft Makes $44.6 Billion Cash And Stock Bid For Yahoo; 62 Percent Premium (1.00),"New Apple iPad Thinner, Lighter But Still $499 (1.00)",On the Long Road to Economic Recovery? You Decide (1.00),"Etsy Balances Needs of Sellers, Stockholders as IPO Gets Under Way (1.00)",Here comes Markit services PMI ... (1.00),The 20 best smartphones in the world (1.00),Here comes consumer confidence... (1.00),Nokia Introduces Asha Smartphones Beginning at Just $69 (1.00)
134,Malicious Apps On Google Play Increase By 388 Percent,Getting In The Game Puts Your Start Up Investment on the Board (1.29),"Daisy Chittilapilly- Director, Partner Organization, Cisco India and SAARC (1.00)",Amazon Takes Aim at Etsy with Handmade (1.00),Enterprise Cloud Services Retooled as Google for Work (1.00),Reaching the Cloud: Dedicated Ethernet vs Public Internet Connections (1.00),Facebook Messenger hits 1 billion users (1.00),"Yahoo Will Free Up Inactive IDs, Possibly Including Yours (1.00)","Haiku Deck Offers PowerPoint Alternative, Fewer Features Touted (1.00)",IRS Adopts Taxpayer Bill of Rights (0.99),CrowdtiltOpen Allows Free Crowdsourcing on Your Own Domain (0.99)
135,"Despite the Hype, Few Study Entrepreneurship",Getting In The Game Puts Your Start Up Investment on the Board (1.40),"The story of BPLs amazing comeback, riding the online wave on the shoulders of Flipkart (1.01)",Spotlight: elMejorTrato Runs a Startup With No Bosses (1.01),Could Robots Be the Employees of the Future? (1.00),Verizon Plans to Acquire Content Delivery Network EdgeCast (1.00),The Kodak Pixpro SP360 Sports a 360 Degree Camera (1.00),Want to build a billion dollar organisation without VC money? Learn from Sridhar Vembu (1.00),Modi wants Tesla to set up its factories in India (1.00),The Christmas Conspiracy (1.00),LinkedIn Acquires Bizo for a Cool $175 Million (1.00)
136,Tips for Tracking Employee Time Effectively in Your Business,Building Trust: 5 Tips to Establish Your Credibility for Business (1.00),Review of The Mesh: Why The Future of Business Is Sharing (1.00),Black Business Secrets Offers Tips to a New Generation of African American Entrepreneurs (1.00),7 Best Business Books for Summer Reading (1.00),The Experience Effect for Small Business is Full of Big Branding Strategies (1.00),20 Important LinkedIn Groups for Business (0.99),Best Small Business Use of Facebook Graph Search: Local Businesses (0.99),Is Your Online Reputation Impacting Your Business? (0.99),Effective Websites for Small Businesses: A Review (0.98),25 Tips for Using Instagram in Your Business (0.97)
137,20 Important LinkedIn Groups for Business,Effective Websites for Small Businesses: A Review (1.00),Black Business Secrets Offers Tips to a New Generation of African American Entrepreneurs (1.00),Is Your Online Reputation Impacting Your Business? (1.00),The Experience Effect for Small Business is Full of Big Branding Strategies (1.00),Hacking of Google Maps May Have Killed This Business (0.99),The Creative Small Business and 4 Ways to Get There (0.99),3 Key Business Marketing Trends for 2014 (0.99),Tips for Tracking Employee Time Effectively in Your Business (0.99),Review of The Mesh: Why The Future of Business Is Sharing (0.99),7 Best Business Books for Summer Reading (0.99)
138,Review of The Mesh: Why The Future of Business Is Sharing,Tips for Tracking Employee Time Effectively in Your Business (1.00),Black Business Secrets Offers Tips to a New Generation of African American Entrepreneurs (1.00),7 Best Business Books for Summer Reading (1.00),The Experience Effect for Small Business is Full of Big Branding Strategies (1.00),Building Trust: 5 Tips to Establish Your Credibility for Business (0.99),20 Important LinkedIn Groups for Business (0.99),Best Small Business Use of Facebook Graph Search: Local Businesses (0.99),Is Your Online Reputation Impacting Your Business? (0.99),Effective Websites for Small Businesses: A Review (0.98),25 Tips for Using Instagram in Your Business (0.97)
139,BSE: Top gainers and losers,Getting In The Game Puts Your Start Up Investment on the Board (1.28),Victoria's Secret supermodel reveals everything she eats in a day (1.00),Microsoft Makes $44.6 Billion Cash And Stock Bid For Yahoo; 62 Percent Premium (1.00),"New Apple iPad Thinner, Lighter But Still $499 (1.00)",On the Long Road to Economic Recovery? You Decide (1.00),"Etsy Balances Needs of Sellers, Stockholders as IPO Gets Under Way (1.00)",Here comes Markit services PMI ... (1.00),"China Based Huawei Introduces Five New Devices, Eyes U.S. Market (1.00)",The 20 best smartphones in the world (1.00),Nokia Introduces Asha Smartphones Beginning at Just $69 (1.00)
140,Evernote Business: Know What Your Team Knows,How Cloud Computing Can Help You Scale Your Business (1.00),"Spring Clean Your Small Business, Twitter Chat Recap (1.00)",How to Form an LLC or Incorporate a Business (1.00),The Toughest Franchise Business In The World (1.00),Where Is the Best State to Incorporate Your Business? (1.00),Getting Your Small Business Ready for the Holidays (1.00),Is Your Small Business Marketing to Hispanic Consumers? (0.99),Protecting Small Business Intellectual Property (0.99),Tom Byun of Yahoo! Small Business: Making That Next Sale (0.99),A Plug-and-Play Customer Loyalty Program for Small Businesses (0.99)
141,"Wix, the Freemium Website Building Platform, Is Growing Like Gangbusters",Getting In The Game Puts Your Start Up Investment on the Board (1.39),The Christmas Conspiracy (1.01),When is the Best Time to Trademark Your Company Name? (1.01),Finding Money for That Franchise When Money is Tight (1.00),LinkedIn Acquires Bizo for a Cool $175 Million (1.00),10 real problems in India startups can aim to solve (1.00),"The story of BPLs amazing comeback, riding the online wave on the shoulders of Flipkart (1.00)",7 of the biggest myths about beer debunked (1.00),Google Antitrust Case: EU Charges Explained (1.00),"Glip Enters Crowded Collaboration Space, Creates Conversation Streams (1.00)"
142,Woman Makes Business Out of Giant Cookies After Losing Job of 30 Years,94 Percent of People Think Buying From Small Businesses is Important (1.00),The Micro Business Home Equity Loan Crunch (1.00),Raising Minimum Wage: Next Proposal to Threaten Small Businesses (1.00),Putting Television in Your Lobby or Place of Business: What you Need to Know (1.00),Shutdown Cost Small Tourism Businesses Millions (1.00),Business Fills Same Niche for Over 100 Years (0.99),Targeted Cyber Attacks Against Small Biz: Chat Recap (0.99),Small Businesses Created 45 Percent of the New Jobs in June (0.98),Protecting Small Business Intellectual Property (0.97),A Plug-and-Play Customer Loyalty Program for Small Businesses (0.97)
143,Yelp Data Shows the Power of Mobile Marketing,Google AdWords Conversion Import Tracks Offline Sales (1.00),Google Grants Available for Nonprofit Organizations (1.00),"The Rumors Are True, Facebook Gets Hashtags (1.00)",Adwords Shopping Campaigns Set to Replace Product Listing Ads (1.00),Teach The Young Entrepreneurs In Your Family With Nacho Money (1.00),Selling In A Skirt Elevates Training for Saleswomen and Salesmen (1.00),Mobile Apps SMBs Should Care About (1.00),A Picture Is Worth A 1000 Words: Pinterest Is On To Something (1.00),No one is telling you the dark side of becoming an entrepreneur (1.00),Web.com Moves Into Mobile Marketing With SmartCalls (1.00)
144,What If Someone Stole Your Website?,You Made It Yourself: Now What? 29 Places to Sell Your Handmade Creations (1.00),"Jupitermedia: Media Analyst, NYC (1.00)",4 Real Reasons to Care About Google Place Pages (1.00),"Culture, Career Development and Networking Blend in Black Faces In White Places (1.00)",How to Turn Around a Bad Review Online Successfully (1.00),Social Media Customer Care Company Raises $1 Million for Growth (1.00),The Original Social Swami Joins Surefire Social (1.00),What Does Google Place Pages Mean For SMBs? (1.00),5 Reasons You Can No Longer Afford to Ignore Google Plus (1.00),5 Internet Marketing Trends for SMBs to Watch in 2012 (1.00)
145,Plug In and Charge Internationally With the MU System,Getting In The Game Puts Your Start Up Investment on the Board (1.38),How 2 of the world's most powerful and dangerous drug lords compare (1.00),Juice Your Apple Devices with this Fun Juice Box Charger (1.00),"China Based Huawei Introduces Five New Devices, Eyes U.S. Market (1.00)",iPad Users Get Refund on Office 365 (1.00),The Kodak Pixpro SP360 Sports a 360 Degree Camera (1.00),Want to build a billion dollar organisation without VC money? Learn from Sridhar Vembu (1.00),Modi wants Tesla to set up its factories in India (1.00),Union Cabinet approves skill training through Pradhan Mantri Kaushal Vikas Yojana (1.00),UPS Considers Delivery Drones Too (1.00)
