,title,most_similar_1,most_similar_2,most_similar_3,most_similar_4,most_similar_5,most_similar_6,most_similar_7,most_similar_8,most_similar_9,most_similar_10
205,Volvo is quietly becoming a tech superpower,Study: 16 Percent of Yelp Reviews May Be Fakes (1.01),Amazon AWS MarketPlace Puts Desktop Apps in the Cloud (1.01),"India orders four maritime spy planes from Boeing, bolsters navy (1.00)",HP Reinventing Traditional Computers With Mini Desktop PC (1.00),How an English teacher conquered China : Wisdom of Jack Ma condensed into 33 quotes (1.00),Thanks to TheAppleBlog Sponsors! (1.00),Amazon Introduces New Kindle Fire Tablets (1.00),The 5 best new songs you can stream right now (1.00),"Up close & personal: How Sunny Leone handles stocks, land, gold, other assets (1.00)",The 10 most luxurious first-class plane cabins in the world (1.00)
206,Top Reasons to Incorporate Your Business,10 Apps to Assist with Your Small Business Taxes (1.00),Satanic Latte Art? How Should a Business Respond? (1.00),Small Business Disaster Survival Guide: Get Your Insurance Claims Covered (1.00),Small Business Leads To Better Economy (1.00),How to Reinstate a Non-Compliant Business Before the End of the Year (1.00),6 eCommerce Customer Service Benchmarks for Your Business (1.00),The Island Approach: Which Are the Best Credit Cards for Small Business? (1.00),Cyber Liability Insurance: Protect Your Business Online (1.00),16 Tips for Saving on Small Business Expenses Infographic (1.00),Your New Year Small Business Checklist (1.00)
207,Lumiary Lights the Way for Marketing Your Online Business,What NOT to Spend On In Your Startup (1.02),How to Market Your Business on Twitter Like a Pro (1.00),Want to Learn How to Use Google Plus for Business? Of Course You Do! (1.00),What Google+ Local Pages Means to Your Business (1.00),Business Book Review: iPhone And iPad App Marketing (1.00),5 Ways Business Intelligence and Online Marketing Can Work Together (1.00),Pinteresting Image Optimization Tips When Using Pinterest for Business (0.99),How to Create a Facebook Page for Your New Business (0.99),New Google and New Foursquare Offerings Call Attention to Local Business Marketing (0.98),Invisible Capital Reveals The Resources That Builds Success (0.98)
208,What is Periscope and How Do I Use It?,Social Customers Means a Social Inbox: Review of Nimble CRM (1.00),20 Reasons People Unfollow You On Twitter (1.00),Not Sure How to Use LinkedIn for B2B? Let Us Help You (1.00),4 Ways to Market Your SMB With Flickr (1.00),10 Assets for Using Tech to Keep Your Team on Track (1.00),Navigating Social Media Legal Risks: Keeping Your Marketing Legally Safe (1.00),Chris Goward: Affiliate Programs and Conversion Optimization #AMDays (1.00),6 Ways to Create A Positive Brand Perception (1.00),5 Ways Social Media Can Make Your Trade Show A Success (1.00),Omnichannel done right: 4 ways to keep the communication in marketingcommunications (1.00)
209,Govt's decision to demonetise a retrograde move: Arvind Sanger,Cardamom futures remain up on rising demand (1.00),Earnings This Week (1.00),Here comes the Beige Book ... (1.00),Wall Street opens little changed (1.00),Microsoft Temporarily Cuts the Price on the Surface 2 (1.00),Who Has the Better Job: Software Developer or Architect? (1.00),Seven important triggers that changed your market while you were sleeping (1.00),Sun TV Q1 net profit climbs 19% to Rs 233.1 crore (1.00),"SBA Fund Adds Manufacturing, Lifts $200 Million Limit (1.00)",Amazon AWS MarketPlace Puts Desktop Apps in the Cloud (1.00)
210,12 Blogs Every Small Business Should Be Reading,What Is HTML5? Do I Need It For My Business Website? (1.00),5 Benefits of Having a Website for Your Small Business (1.00),Receive Custom Social Content for Your Small Business With Emphatic (1.00),Outsell Yourself: Go From Hello to Sold With Ethical Business and Sales Techniques (1.00),How a Small Business Can Use Big Data (1.00),How Are Business Books Like Restaurants? (1.00),Strategic Speed Shows How to Execute Business Strategy Fast and Well (1.00),Clate Mask of Infusionsoft: $54M Ways Your Small Business Can Benefit (1.00),The Blink Factor: Time Management Can Build or Break Your Business (1.00),10 Online Dangers Your Business Faces (1.00)
211,Franchising And Politics,Entrepreneur Gary Vaynerchuk: From Personal Brand to VC Investor (1.01),Retail Trends:  The Eyes Have It (1.01),Game Plan: (1.01),Entrepreneur Creates Winery on the Third Floor of a Warehouse (1.01),"[Techie Tuesdays] A tribute to Humblefool, the best coder that ever lived in India (1.01)",How an MBA grad became a marketplace millionaire by selling umbrellas (1.01),"India orders four maritime spy planes from Boeing, bolsters navy (1.00)",How an English teacher conquered China : Wisdom of Jack Ma condensed into 33 quotes (1.00),Thanks to TheAppleBlog Sponsors! (1.00),Amazon Introduces New Kindle Fire Tablets (1.00)
212,Seven important triggers that changed your market while you were sleeping,FCC Decision on Net Neutrality Coming Soon (1.00),Cardamom futures remain up on rising demand (1.00),"Up close & personal: How Sunny Leone handles stocks, land, gold, other assets (1.00)",Here come personal income and spending ... (1.00),Earnings This Week (1.00),Here comes the Baker Hughes rig count ... (1.00),Here comes the Beige Book ... (1.00),Putin and Erdogan move towards repairing Russia-Turkey ties (1.00),Wall Street opens little changed (1.00),Microsoft Temporarily Cuts the Price on the Surface 2 (1.00)
213,"Mashable Raises $13 Million, Its First Ever Outside Investment",Do You Trust Your Employees to Work Remotely? (1.00),"Nexus 6 Could Compete with iPhone 6 Plus, Other Phablets (1.00)",Googles Russian Ad Buy Blocked On Technicality; Putins Spanner In The Works? (1.00),Here's A Brand New Thing You Didn't Know About 'Friends' (1.00),Odd Lots (1.00),Entrepreneur Gary Vaynerchuk: From Personal Brand to VC Investor (1.00),Weighing the Pros and Cons of Free City WiFi (1.00),Lenovo A7000 Phablet Offers Super Sound and Little Interference (1.00),Join Me For: Choosing the RIGHT Online Software (1.00),Franchising And Politics (1.00)
214,"Robust Employment Growth, Just not for the Self-Employed",Senate Passes Internet Sales Tax; Bill Moves to House (1.00),25 of the Best Cities for Freelancers to Work and Play (1.00),How Do You Feel About Raising the Minimum Wage? (1.00),"Venture Capital Trends: A Shrinking, Evolving Industry (1.00)","South Dakota, Texas Top List of Best State Tax Systems (0.99)",Internet Sales Tax Bill May Stall in House of Representatives (0.99),A dummy's guide to GST (0.99),New Tax Penalty Targets Health Reimbursement Accounts (0.99),"S-Corp Audit Rates Inch Down, But Most Targeted Are Compliant (0.99)",Employers Say Wellness Programs Work (0.99)
215,"Vocus, Provider of PRWeb, Acquires iContact Email Marketing",Famous Bloggers Founder Loses Domain Names (1.01),The Project Champion: A Management Best Practice (1.01),Google+ Lifts Real Names Only Policy (1.01),Birth to re-birth: The man who made Savita Bhabhi (1.01),This Startup is Using Salt to Create an Alternative to Nuclear Energy (1.01),What is Siri? And Does Siri Have Competitors? (1.01),5 lessons from the Bhagvad Gita for every entrepreneur (1.00),Why We Are Afraid to Talk Pricing (1.00),Podio Launches Video Conference App (1.00),How to Claim a YouTube Custom Channel URL (1.00)
216,Small Business Startup: Where To Begin,Small Business Product Launches and Shut Downs (1.00),Improving Your Community Can Improve Your Business (1.00),Going Mobile: Does Your Small Business Need an App? (1.00),How the Cloud is Reshaping Small Business Productivity (1.00),Email Erases 9 to 5 at Many Small to Mid-Sized Businesses (1.00),Catch Up With Our Latest Small Business News Recap (1.00),Small Business Disaster Survival Guide: Get Your Insurance Claims Covered (1.00),Small Business News: Week in Review for July 7 (1.00),Small Business Leads To Better Economy (1.00),Oakland Program Helps Underprivileged Youth Start Businesses (1.00)
217,Getting Your Business Energy Efficient Before the Holidays,What Are Sunk Costs? (1.01),"Fortune 500 Thrives, But Small Businesses Not So Optimistic (1.00)",The Secret to Achieving Resolutions:  Setting Small Goals (1.00),Is It Time to Change Your Business Structure? (1.00),How Much Will the Sequester Cost Small Business Contractors? (1.00),Satanic Latte Art? How Should a Business Respond? (1.00),Peer-to-Peer Lending Club Fine-Tunes Small Business Loan Program (1.00),How to Reinstate a Non-Compliant Business Before the End of the Year (1.00),Reward your Small Business with the Capital One Spark (1.00),Remote Work No Longer a Perk But a Business Imperative (1.00)
218,MSFT-YHOO: Links To Coverage Across Our Sites,Do You Trust Your Employees to Work Remotely? (1.01),Weighing the Pros and Cons of Free City WiFi (1.01),Sauca Foods:  New Flair for the Food Truck Trend (1.00),ZenPayroll Could Change the Way You Pay (1.00),Days Are Numbered for the LG Google Nexus 5 (1.00),"Nexus 6 Could Compete with iPhone 6 Plus, Other Phablets (1.00)","Citysearch: Product Manager, LA (1.00)","Community Connect: Product Strategist, NYC (1.00)",Googles Russian Ad Buy Blocked On Technicality; Putins Spanner In The Works? (1.00),Here's A Brand New Thing You Didn't Know About 'Friends' (1.00)
219,A dummy's guide to GST,Senate Passes Internet Sales Tax; Bill Moves to House (1.00),"South Dakota, Texas Top List of Best State Tax Systems (1.00)",25 of the Best Cities for Freelancers to Work and Play (1.00),Internet Sales Tax Bill May Stall in House of Representatives (1.00),New Tax Penalty Targets Health Reimbursement Accounts (1.00),Communicating to Employees About Health Insurance Open Enrollment (1.00),"Venture Capital Trends: A Shrinking, Evolving Industry (1.00)",Successful S-Corp Owners: Watch Out For A Tax Increase (0.99),"Robust Employment Growth, Just not for the Self-Employed (0.99)","S-Corp Audit Rates Inch Down, But Most Targeted Are Compliant (0.99)"
220,How to Secure and Protect Mobile Devices,Do You Trust Your Employees to Work Remotely? (1.01),ZenPayroll Could Change the Way You Pay (1.00),Days Are Numbered for the LG Google Nexus 5 (1.00),"Nexus 6 Could Compete with iPhone 6 Plus, Other Phablets (1.00)","Citysearch: Product Manager, LA (1.00)","Community Connect: Product Strategist, NYC (1.00)",How Do Consumers Buy Online? (1.00),CorpNet Adds Free Meeting Minutes and Corporate Document Templates (1.00),Weighing the Pros and Cons of Free City WiFi (1.00),Join Me For: Choosing the RIGHT Online Software (1.00)
221,SK Telecom-Helio-Virgin Mobile Deal Done; Helio To Be Injected Into VMUSA: Report,Amazon AWS MarketPlace Puts Desktop Apps in the Cloud (1.01),"India orders four maritime spy planes from Boeing, bolsters navy (1.00)",HP Reinventing Traditional Computers With Mini Desktop PC (1.00),The 5 best new songs you can stream right now (1.00),"Up close & personal: How Sunny Leone handles stocks, land, gold, other assets (1.00)",The 10 most luxurious first-class plane cabins in the world (1.00),Indie Books Now Have a Better Shot With Brick-and-Mortar Bookstores (1.00),"Reliance Jio is yet to be launched, but is already breaking rules (1.00)",Study: 16 Percent of Yelp Reviews May Be Fakes (1.00),Kid Inventors Come Up With Creative Environmental Solutions (1.00)
222,Why We Are Afraid to Talk Pricing,Famous Bloggers Founder Loses Domain Names (1.01),Google+ Lifts Real Names Only Policy (1.01),What Are Net Promoter Scores? (1.01),"Look beyond the hype of certification, look for skills to move up in the real world (1.01)",This Startup is Using Salt to Create an Alternative to Nuclear Energy (1.01),Time is Money: Are You and Your Employees Effectively Managing It? (1.01),What is Siri? And Does Siri Have Competitors? (1.01),Tweeter in Chief: Obama Twitter Account Gets Heavy Engagement (1.01),"Bright Light Helps Market Products, But Makes Decisions More Emotional (1.00)",How to Get Your Products Discovered with Videos (1.00)
223,Estimated Tax Payments:  Your Questions Answered,HP Announces 8 New Business Tablets (1.00),Loan Approvals Rising at Small Banks and Alternative Lenders (1.00),10 Questions to Ask Before Applying for a Bank Loan (1.00),Are You Operating Your Business in Multiple States? What You Need to Know (0.99),Nokia Introduces 6 Inch Phone with Business Functionality (0.99),A Quick Guide to What You Should Be Doing NOW for the Affordable Care Act (0.99),Are You Guilty of Committing the Top Incorporation Mistakes? (0.99),"Give Quantitative, Monetary Values to Employee Benefits or Risk Attrition (0.99)",Successful S-Corp Owners: Watch Out For A Tax Increase (0.98),10 Things You Need To Do After Forming An LLC (0.98)
224,Strategic Speed Shows How to Execute Business Strategy Fast and Well,Build your Business Through The Economics of Integrity (1.00),5 Benefits of Having a Website for Your Small Business (1.00),Get It Together! Consolidate Your Business Systems (1.00),Outsell Yourself: Go From Hello to Sold With Ethical Business and Sales Techniques (1.00),How a Small Business Can Use Big Data (1.00),Insights From Google About How Small Businesses Can Improve Sales (1.00),How best friends turned co-founders are building their dream business (1.00),12 Blogs Every Small Business Should Be Reading (1.00),Clate Mask of Infusionsoft: $54M Ways Your Small Business Can Benefit (1.00),Sell Local Think Global is Loaded With Creative Marketing Ideas for Small Business (1.00)
225,Pinterest Contemplates Sponsored Pins,Headlining the News This Week: Wix Acquires OpenRest (1.02),Vine: Now You Can Send Video Messages Directly to Friends and Colleagues (1.01),Save the Date for a Twitter Chat: Demystifying Data Backup (1.01),Google Improves AdWords Express Program (1.01),Spotlight: Studypool Provides Fast Online Homework Help (1.01),The Psychology of Color in Marketing (1.01),"Court Reverses $338,000 Award for User Generated Content (1.00)","Meet Byju, whos changing the way India learns (1.00)",Ten Approaches That May Shape the Future of eCommerce (1.00),"Google Announces Web Designer, Enhancements to DoubleClick (1.00)"
