Article,Recommendation
Angel Investments Since the Economic Downturn,"[(0.94, 'Gross Fixed Capital Formation Weak at Non-Corporate Businesses'), (0.94, 'Cognizant shuffles senior management, appoints new COO'), (0.91, 'You thought Vijay Mallya is the largest defaulter who owes banks money? Wait till you read this'), (0.86, 'US Fed keeps interest rates unchanged'), (0.86, 'Banks and tech firms apply blockchain to trade finance')]"
Top Jobs Of The Week In Digital Media And Mobile Content,"[(1.01, 'You Made It Yourself: Now What? 29 Places to Sell Your Handmade Creations'), (1.0, 'Why Word-of-Mouth Should Be Core to Your Business'), (1.0, 'The Sweet Sound of Online Sales: Review of KaChing'), (1.0, 'Nokia Introduces Asha Smartphones Beginning at Just $69'), (1.0, 'Jonathan Davids of Influicity: Engaging YouTube Stars to Connect with Prospects')]"
First Smartphone Anti-Theft Law Could Also Make Reselling Phones Hard,"[(0.97, 'This Hyderabad-based startup aims to aggregate cabs, food and mobile recharge apps'), (0.95, 'Senate Considering New Visa Program To Encourage Tech Startups'), (0.93, 'How millions from the Bangladesh Bank heist disappeared'), (0.89, 'The Daily Sprout'), (0.87, '8 Daily Steps to Compete Like a Champion')]"
Plastic Preferred: Cash To Decline to Just 23% of Purchases,"[(0.96, 'Time is Money: Are You and Your Employees Effectively Managing It?'), (0.96, 'Spring Clean Your Small Business, Twitter Chat Recap'), (0.96, 'Save the Date for a Twitter Chat: Demystifying Data Backup'), (0.96, 'IBM Acquires SoftLayer: Will Small Biz Hosting Remain?'), (0.96, 'Franchising And Politics')]"
Who Has the Better Job: Software Developer or Architect?,"[(0.96, 'Purchase by Commenting on Instagram with Spreesy'), (0.96, 'Facebook Testing New Shareable Ads'), (0.96, 'Building Trust: 5 Tips to Establish Your Credibility for Business'), (0.91, 'Time and Expense Tracking Apps: 27 Solutions'), (0.91, 'The Secret to Achieving Resolutions:  Setting Small Goals')]"
SurveyMonkey Introduces New Service To Do Employee Surveys,"[(0.91, 'FCC Decision on Net Neutrality Coming Soon'), (0.88, '20 Ways to Kick Start Your Motivation Beginning Today'), (0.87, 'Who Has the Better Job: Software Developer or Architect?'), (0.87, 'The Secret to Achieving Resolutions:  Setting Small Goals'), (0.87, 'Join Me For: Choosing the RIGHT Online Software')]"
Is Brand Awareness the Number-One Social Media Goal?,"[(1.0, 'Receive Custom Social Content for Your Small Business With Emphatic'), (0.95, 'SMBs Make Hopeful 2011 New Year Resolutions'), (0.95, 'Google Updates Listings, Crowdfunding Campaigns Extended'), (0.94, 'Business By Miles: Automate Your Business All in a Single System'), (0.94, '21 Year Old Solves Own Acne Problem, Builds Business')]"
Join Me For: Choosing the RIGHT Online Software,"[(1.0, 'A Picture Is Worth A 1000 Words: Pinterest Is On To Something'), (0.96, 'Review: Samsung Chromebook for Your Small Business'), (0.96, 'ReTargeter Creator Aims to Replace CRM with New Immediately App'), (0.96, 'Offer Newsletter Sign Up Incentives to Your Site Visitors With Incentivibe'), (0.96, 'Adobe Document Cloud Aims to Get Rid of Your Paperwork')]"
4 Ways to Encourage Online Reviews,"[(1.0, 'Vocus, Provider of PRWeb, Acquires iContact Email Marketing'), (1.0, 'Raise and Re-Energize Your Business Metabolism'), (1.0, 'How to Leverage Infographics for B2B Marketing'), (1.0, 'How to Create DIY Professional Quality Writing for Your Small Business'), (1.0, '68 E-Commerce and Shopping Carts for the Small Business')]"
Nina Yiamsamatha of Foursquare: Future of Global Search is Personalized and Local,"[(1.0, 'Nimble CRM Says LinkedIn Lock Out is a Minor Stumbling Block'), (0.97, 'New Dell Tablet Features 3D Camera'), (0.96, 'The story of BPLs amazing comeback, riding the online wave on the shoulders of Flipkart'), (0.96, 'Nokia Introduces Asha Smartphones Beginning at Just $69'), (0.96, 'LG Plans Curved Phone for U.S. Market')]"
28 Webinar Services for Small Business Owners,"[(0.96, 'Government Resources to Help Market Your Business Overseas'), (0.96, '12 Blogs Every Small Business Should Be Reading'), (0.92, 'Vocus, Provider of PRWeb, Acquires iContact Email Marketing'), (0.92, 'Raise and Re-Energize Your Business Metabolism'), (0.92, 'How to Leverage Infographics for B2B Marketing')]"
"The Rumors Are True, Facebook Gets Hashtags","[(0.99, 'eBay Plans a New Mobile Ad Network'), (0.95, 'The ultimate master list of revenue models used by Web and Mobile companies'), (0.95, 'MyOpenID Will Shut Down in February'), (0.92, 'Survey: Businesses Benefit from Social Media Savvy'), (0.92, 'Google Knocks $100 Off Nexus 4')]"
Volvo is quietly becoming a tech superpower,"[(0.97, 'Weighing the Pros and Cons of Free City WiFi'), (0.97, 'Could Robots Be the Employees of the Future?'), (0.95, 'These were the 10 biggest European tech stories thisweek'), (0.95, 'ONvocal Unveils Mix360 Noise Cancelling Headphones'), (0.94, 'HP Officejet Pro 8630 Takes Business Printing Mobile')]"
Top Reasons to Incorporate Your Business,"[(0.89, 'Fox Mobile/Jamba CEO Lucy Hood Resigns; European Focus Going Forward'), (0.83, 'BSE: Top losers and gainers'), (0.82, 'iPad Losing to More Affordable Tablets'), (0.76, 'Sony Unveils Xperia Z3 Flagship Phone'), (0.76, 'Malicious Apps On Google Play Increase By 388 Percent')]"
Lumiary Lights the Way for Marketing Your Online Business,"[(1.0, '4 Real Reasons to Care About Google Place Pages'), (0.97, 'Vocus, Provider of PRWeb, Acquires iContact Email Marketing'), (0.97, 'Tom Byun of Yahoo! Small Business: Making That Next Sale'), (0.97, 'The Best Business Dashboard Apps For Small Businesses'), (0.97, 'Raise and Re-Energize Your Business Metabolism')]"
What is Periscope and How Do I Use It?,"[(0.95, 'Twitter is Playing Favorites With People You Follow'), (0.86, 'Not Sure How to Use LinkedIn for B2B? Let Us Help You'), (0.82, 'Find Your Soul and You May Just Find Your Niche'), (0.82, 'Business Insider is hiring a paid social media intern for our video team. Apply now!'), (0.77, 'Google Databoard Lets You View Research, Create Infographics')]"
10 things you need to know before European markets open,"[(0.89, 'U.S. Postal Service Lowers Package Rates'), (0.89, 'Rupee down against dollar'), (0.86, 'What Google+ Local Pages Means to Your Business'), (0.86, 'What Are Net Promoter Scores?'), (0.86, 'Smarter, Faster, Cheaper: A Review')]"
Spotlight: Manage A Gazillion Marketing Platforms with Holonis,"[(0.96, 'How to Use Live Streaming for Content Marketing: Meerkat, Periscope, katch.me'), (0.96, '6 Tactics To Drive Traffic To Your Tradeshow Booth'), (0.95, 'Read Digital Dollar to Get Your Online Strategy in Gear'), (0.95, 'Mobile Payments are Exploding: What You Need to Know as a Retailer'), (0.95, 'Manta Business Directory Upgrades to Help You Get Discovered')]"
Govt's decision to demonetise a retrograde move: Arvind Sanger,"[(0.91, 'Demonetisation: RBI relaxes loan repayment norms for banks, NBFCs'), (0.79, 'CBS MarketWatch.com: Director of Ad Development, NYC'), (0.75, 'Curved LG G Flex 2 Phablet a Sequel Improving the Original'), (0.68, 'WixMusic Lets Musicians Set the Tempo for Their Brand'), (0.68, 'LinkedIn Increases Social Sharing Options')]"
12 Blogs Every Small Business Should Be Reading,"[(1.0, 'Government Resources to Help Market Your Business Overseas'), (0.96, 'Vocus, Provider of PRWeb, Acquires iContact Email Marketing'), (0.96, 'Raise and Re-Energize Your Business Metabolism'), (0.96, 'How to Leverage Infographics for B2B Marketing'), (0.96, 'How to Create DIY Professional Quality Writing for Your Small Business')]"
Franchising And Politics,"[(1.0, 'The Kodak Pixpro SP360 Sports a 360 Degree Camera'), (1.0, 'Save the Date for a Twitter Chat: Demystifying Data Backup'), (1.0, 'IBM Acquires SoftLayer: Will Small Biz Hosting Remain?'), (1.0, '7 Best Business Books for Summer Reading'), (0.96, 'What Are Sunk Costs?')]"
Seven important triggers that changed your market while you were sleeping,"[(0.95, 'Union Cabinet approves skill training through Pradhan Mantri Kaushal Vikas Yojana'), (0.95, 'Banks and tech firms apply blockchain to trade finance'), (0.92, 'What Not to Do When Using Internet on the Go'), (0.89, 'The Bengal Famine: How the British engineered the worst genocide in human history for profit'), (0.89, 'Give Quantitative, Monetary Values to Employee Benefits or Risk Attrition')]"
New Dell Tablet Features 3D Camera,"[(1.01, '4 Reasons Your Brand Should Avoid Facebook'), (0.98, '12 Tips and Tools for Better Facebook Management'), (0.97, 'Web.com Moves Into Mobile Marketing With SmartCalls'), (0.97, 'Stitch Inventory Integrates With Xero Accounting: Two Small Business Lessons'), (0.97, 'Nina Yiamsamatha of Foursquare: Future of Global Search is Personalized and Local')]"
"Mashable Raises $13 Million, Its First Ever Outside Investment","[(1.0, 'New Shopping Habits: When Your Clients Go Mobile'), (0.92, 'The Age of the Platform Will Make You Think'), (0.92, 'Run Your Biz Like a Machine With These WordPress Plugins, Resources and Tips'), (0.92, 'Read The Other Side of Innovation to Transform Your Revolutionary Ideas'), (0.92, 'No Ifs, Ands or Butts: Get Your Employees Fit!')]"
"Robust Employment Growth, Just not for the Self-Employed","[(0.95, 'Does a Rise in Housing Starts Equal Growth in Construction Startups?'), (0.95, 'Amazon AWS MarketPlace Puts Desktop Apps in the Cloud'), (0.89, 'Copper futures rise on global cues, spot demand'), (0.85, 'Failing to deliver a 39-point list for school education cost Smriti Irani her job'), (0.8, 'Demonetisation: Banks may trim base rate by 360 bps in 3-4 years, says Ambit')]"
"Vocus, Provider of PRWeb, Acquires iContact Email Marketing","[(1.0, 'Raise and Re-Energize Your Business Metabolism'), (1.0, 'How to Leverage Infographics for B2B Marketing'), (1.0, 'How to Create DIY Professional Quality Writing for Your Small Business'), (1.0, '68 E-Commerce and Shopping Carts for the Small Business'), (1.0, '4 Ways to Encourage Online Reviews')]"
Small Business Startup: Where To Begin,"[(0.97, 'Spotlight: My Elder Advocate Puts Seniors First'), (0.97, 'Small Business Job Growth Dips in January'), (0.97, 'Fraudulent DMCA Takedown Requests: Finally, a Lid on Them?'), (0.96, 'Shocker: People Do Not Read What They Share on Social Media'), (0.93, 'TaskRabbit Switches Business Models')]"
Indian markets welcome GST but see challenges ahead,"[(0.98, 'Enterprise Cloud Services Retooled as Google for Work'), (0.98, '10 real problems in India startups can aim to solve'), (0.93, 'Look beyond the hype of certification, look for skills to move up in the real world'), (0.88, 'Health, tech stocks power S&P, Nasdaq to record highs'), (0.88, 'BotBeat: This weeks top botstories')]"
Getting Your Business Energy Efficient Before the Holidays,"[(1.0, 'What New Opportunities Does Android Wear Offer for Entrepreneurs?'), (0.97, 'Tweeter in Chief: Obama Twitter Account Gets Heavy Engagement'), (0.97, 'Tipping the Odds for the Entrepreneur'), (0.97, 'Is It Time to Change Your Business Structure?'), (0.96, 'Twitter Accidentally Sends Out Thousands of Reset Notices')]"
MSFT-YHOO: Links To Coverage Across Our Sites,"[(0.94, 'Upstart: Backers Invest in You, And Your Future Earnings Repay Them'), (0.94, 'Adwords Shopping Campaigns Set to Replace Product Listing Ads'), (0.94, '5 Points to Remember About Mobile SEO'), (0.86, 'Amazon Cloud Storage is Unlimited but Budget Friendly'), (0.83, 'What is Siri? And Does Siri Have Competitors?')]"
Enterprise Cloud Services Retooled as Google for Work,"[(0.98, 'Indian markets welcome GST but see challenges ahead'), (0.95, 'BotBeat: This weeks top botstories'), (0.93, 'Look at Your Phone For Messages? Nope, Look at Your Pebble Smartwatch'), (0.93, 'Are Immigrants Really More Likely to Become High Tech Entrepreneurs?'), (0.93, 'Accenture launches fifth season of InnovationJockeys')]"
A Plug-and-Play Customer Loyalty Program for Small Businesses,"[(1.0, 'The Referral Engine: Teaching Your Business to Market Itself'), (1.0, '5 Tips to Improve Your Marketing Mix'), (0.97, 'Small Businesses Spend 20 Hours Per Week on Marketing'), (0.97, 'New Verizon SpeedMatch Program Will Boost Upload Speeds on FIOS'), (0.97, 'Google Gets Heavy-Handed In Local Search')]"
A Quick Guide to Local Search to Ease Any Confusion,"[(1.0, 'SoundCloud Introduces Program to Share Revenue with Artists'), (1.0, 'Purchase by Commenting on Instagram with Spreesy'), (1.0, 'Microsoft Drops Price of Surface Pro Tablets, Too'), (1.0, 'How the Cloud is Reshaping Small Business Productivity'), (0.97, 'The Creative Small Business and 4 Ways to Get There')]"
A dummy's guide to GST,"[(0.97, 'FAA Changes Rules on Electronic Devices in Flight'), (0.94, 'Strategic Speed Shows How to Execute Business Strategy Fast and Well'), (0.92, 'What Are Sunk Costs?'), (0.92, 'UPS Considers Delivery Drones Too'), (0.92, 'New York Times Hacked Via Crafty Phishing Attack')]"
"Samsung Galaxy Note 7 with Reliance Jio subscription could be yours for Rs 59,990","[(0.85, 'India orders four maritime spy planes from Boeing, bolsters navy'), (0.85, 'Got a Startup Tech Hardware Product to Sell? Try Grand St.'), (0.85, '6 eCommerce Customer Service Benchmarks for Your Business'), (0.73, 'Google AdWords Conversion Import Tracks Offline Sales'), (0.73, 'Could Your Next Pizza be Delivered by a Drone?')]"
How to Secure and Protect Mobile Devices,"[(0.95, 'Mobile Payments are Exploding: What You Need to Know as a Retailer'), (0.95, '1001 Startup Ideas - Place for connecting students to micro-jobs'), (0.91, 'Here come personal income and spending ...'), (0.9, 'What is Canva and How Do I Use It For My Business?'), (0.9, 'Turn Visitors Into Buyers: Benefits of Retargeting')]"
SK Telecom-Helio-Virgin Mobile Deal Done; Helio To Be Injected Into VMUSA: Report,"[(0.9, 'Print Photos From Your Phone with the Prynt Smartphone Case'), (0.89, 'Flexible Working: Win-Win For Employers and Employees'), (0.84, 'Aim to add 2-3 million tonne capacity every year: Shree Cements'), (0.82, 'Ever Wish You Had the Same Data As Amazon? Terapeak Says You Can'), (0.79, 'Rupee down against dollar')]"
Why We Are Afraid to Talk Pricing,"[(0.86, '50 quotes which will trigger productivity'), (0.85, 'New Amazon Kindles Will Be More Like Tablets'), (0.8, 'Quip Allows Mobile Word Processing, Collaboration'), (0.8, 'Plug In and Charge Internationally With the MU System'), (0.77, 'iPad Users Get Refund on Office 365')]"
Rock Your Business With These 23 Website Building Tools,"[(1.0, '12 Tips and Tools for Better Facebook Management'), (0.96, 'enMarkit Leads in Social Commerce in India'), (0.96, 'Why SMB owners should care about SEO'), (0.96, 'Nokia Introduces Asha Smartphones Beginning at Just $69'), (0.96, '5 Ways Social Media Can Make Your Trade Show A Success')]"
Crude palm oil futures remain up on rising demand,"[(0.96, 'Stay At Home Mom Launched $24 Million Franchise in her Living Room'), (0.94, 'LinkedIn Increases Social Sharing Options'), (0.94, 'Aim to add 2-3 million tonne capacity every year: Shree Cements'), (0.89, ""Here's a super-quick guide to what traders are talking about right now""), (0.89, 'Here come retail sales ...')]"
Estimated Tax Payments:  Your Questions Answered,"[(0.97, 'This New Online Tool Creates a Picture of Your Cash Flow'), (0.94, 'Union Cabinet approves skill training through Pradhan Mantri Kaushal Vikas Yojana'), (0.94, 'Banks and tech firms apply blockchain to trade finance'), (0.93, 'Give Quantitative, Monetary Values to Employee Benefits or Risk Attrition'), (0.91, 'What you need to know on Wall Street right now')]"
Strategic Speed Shows How to Execute Business Strategy Fast and Well,"[(0.95, 'Invisible Capital Reveals The Resources That Builds Success'), (0.94, 'IBM Acquires SoftLayer: Will Small Biz Hosting Remain?'), (0.94, ""A dummy's guide to GST""), (0.92, 'What Are Sunk Costs?'), (0.92, 'UPS Considers Delivery Drones Too')]"
