,title,most_similar_1,most_similar_2,most_similar_3,most_similar_4,most_similar_5,most_similar_6,most_similar_7,most_similar_8,most_similar_9,most_similar_10
237,Famous Bloggers Founder Loses Domain Names,"b'Fraudulent DMCA Takedown Requests: Finally, a Lid on Them?' (0.71)",b'Photographer Driven Bananas Over Wikipedia Monkey Selfies' (0.68),b'How to Handle a Public Relations Crisis' (0.63),b'Go Daddy CEO Steps Down' (0.56),"b'Court Reverses $338,000 Award for User Generated Content' (0.55)",b'How To Get Everything You Promised Done' (0.55),"b'Busted: Hotels.com Caught Buying Links, Apology is Weak' (0.53)",b'Game Plan:' (0.53),b'Gluten-Free Girl Flour Gets Funded With Help From Famous Tweeter' (0.53),b'6 Tactics To Drive Traffic To Your Tradeshow Booth' (0.52)
238,"Say What? Siri Voicemail Transcription Means Text, Not Talk",b'What is Siri? And Does Siri Have Competitors?' (0.76),b'Sony Introduces a 13 Inch Tablet That Slides Up Into A Laptop' (0.67),b'Microsoft Temporarily Cuts the Price on the Surface 2' (0.64),"b'Will We Soon See a Color Kindle E-Reader, Instead of Black and White?' (0.64)",b'HP Reinventing Traditional Computers With Mini Desktop PC' (0.60),b'ONvocal Unveils Mix360 Noise Cancelling Headphones' (0.60),b'HTC Announces UH OH Protection for When an Oopsie Occurs' (0.59),"b'Microsoft Drops Price of Surface Pro Tablets, Too' (0.58)","b'Nexus 6 Could Compete with iPhone 6 Plus, Other Phablets' (0.56)",b'Mix360 Headset Promises Hi-Fi Experience From Your Smartphone' (0.55)
239,Business Insider is hiring a paid social media intern for our video team. Apply now!,b'The State of Social Media' (0.71),b'Bieber Invests in Social Media for Teens' (0.71),b'Buffer Hack Spams Social Media Followers' (0.69),b'Shocker: People Do Not Read What They Share on Social Media' (0.67),b'Vertical Response Acquires Social Media Platform Roost' (0.67),b'10 Social Media Resolutions for 2012' (0.65),b'Survey: Businesses Benefit from Social Media Savvy' (0.62),b'How Can SMB Owners Learn Social Media?' (0.62),b'Read Impact Equation to Help You Harness Your Social Media Message' (0.61),b'5 Small Business Social Media Mistakes' (0.60)
240,Got a Sony Laptop? See If Your Batteries Could Be a Hazard,b'iPad Losing to More Affordable Tablets' (0.71),"b'Nexus 6 Could Compete with iPhone 6 Plus, Other Phablets' (0.70)","b'Microsoft Drops Price of Surface Pro Tablets, Too' (0.70)",b'Microsoft Temporarily Cuts the Price on the Surface 2' (0.68),"b'Amazon, Quikr, Ebay, Snapdeal involved in wildlife trade: Govt' (0.68)",b'Amazon Offers Comparable Tablet Cheaper Than iPad Air' (0.63),b'New LG Smartphone Added to the G3 Line Has a Stylus Pen' (0.63),b'Amazon Introduces New Kindle Fire Tablets' (0.62),b'ONvocal Unveils Mix360 Noise Cancelling Headphones' (0.62),b'HTC Announces UH OH Protection for When an Oopsie Occurs' (0.62)
241,Mobile Payments are Exploding: What You Need to Know as a Retailer,"b""STOCKS GO NOWHERE: Here's what you need to know"" (0.78)","b""STOCKS FALL: Here's what you need to know"" (0.76)","b""STOCKS RISE: Here's what you need to know"" (0.76)","b""STOCKS RALLY: Here's what you need to know"" (0.74)",b'What Is HTML5? Do I Need It For My Business Website?' (0.72),b'The 10 things in advertising you need to know today' (0.70),b'Five Things You Need to Know to Start Your Day' (0.68),b'Are You Operating Your Business in Multiple States? What You Need to Know' (0.67),b'Going Mobile: Does Your Small Business Need an App?' (0.66),b'10 things you need to know before the opening bell' (0.66)
242,A 30 Point Checklist for Your Startup,b'What NOT to Spend On In Your Startup' (0.92),b'The Hiring Roadmap We Advise for All Our Portfolio Startups' (0.81),b'15 Startup Mistakes You Should Avoid' (0.79),b'Tech Startup Viddler is a Hometown Success Story' (0.77),"b'VC Firm IvyCap is going into IITs, IIMs and ISB to fund startups.\nYes, Christmas just came early this year' (0.74)",b'1001 Startup Ideas - Delivery Aggregator in a city' (0.73),"b""AdPushup, a tech startup backed by Microsoft Accelarator just raised Series A funding from Japan's Geniee, Inc"" (0.68)",b'Personal task management startup dunzo raises $650K funding from Blume Ventures and Aspada' (0.65),b'Got a Startup Tech Hardware Product to Sell? Try Grand St.' (0.61),b'Success Story of an Indian College Drop Out' (0.60)
243,QuickBooks Replacement Intacct Raises Money to Penetrate SMB Market,"b'Vocus, Provider of PRWeb, Acquires iContact Email Marketing' (0.81)",b'The Evolution of Affiliate Marketing' (0.69),b'IDG Entertainment: Director of Marketing' (0.68),b'Getting Your Invention To Market' (0.68),b'LG Plans Curved Phone for U.S. Market' (0.64),b'SMB Marketing Is About Telling Your Story' (0.62),b'The Psychology of Color in Marketing' (0.62),b'BlackBerry Jumps Into Mid-Range Market with Leap Phone' (0.61),"b'TheStreet.com: Marketing Manager, NYC' (0.61)",b'Marketing With Vine: Leveraging the Power of 6-Second Videos' (0.60)
244,"Email Marketing is Not Dead, Bring it Back to Life With These Resources",b'The Evolution of Affiliate Marketing' (0.83),b'Getting Your Invention To Market' (0.82),b'Increase Your Website Credibility in the Age of Content Marketing' (0.81),b'3 Steps to Performing Content Marketing on a Shoestring Budget' (0.81),b'Loni Stark of Adobe: Digital Marketing Solutions in the Cloud' (0.78),b'The Psychology of Color in Marketing' (0.77),b'Watch These Metrics to Measure YouTube Marketing Success' (0.76),b'Coca-Cola: Marketing Done Right' (0.75),b'Effective Marketing Includes A Return On Influence' (0.74),b'45+ Tools for Content Curation and Content Marketing' (0.73)
245,Franchising In The Downturn And Recovery,b'Introduction To Franchising' (0.93),b'Types of Franchises And How To Find Them' (0.90),b'Franchising And Politics' (0.89),b'A Look at Franchises Specializing In Security' (0.83),b'5 Tips for Buying a Franchise' (0.80),b'10 Food Franchise Technology Tools And Solutions' (0.78),"b'What to buy, sell and hold' (0.72)",b'Angel Investments Update Since the Economic Downturn' (0.68),"b""Here's the salary you have to earn to buy a home in 19 major US cities"" (0.65)",b'Angel Investments Since the Economic Downturn' (0.64)
246,Marketing With Vine: Leveraging the Power of 6-Second Videos,b'Loni Stark of Adobe: Digital Marketing Solutions in the Cloud' (0.84),b'Coca-Cola: Marketing Done Right' (0.80),b'Getting Your Invention To Market' (0.79),b'SMB Marketing Is About Telling Your Story' (0.79),b'45+ Tools for Content Curation and Content Marketing' (0.75),b'The Evolution of Affiliate Marketing' (0.74),b'The Psychology of Color in Marketing' (0.73),"b'Email Marketing is Not Dead, Bring it Back to Life With These Resources' (0.72)",b'3 Steps to Performing Content Marketing on a Shoestring Budget' (0.72),b'Watch These Metrics to Measure YouTube Marketing Success' (0.68)
247,6 eCommerce Customer Service Benchmarks for Your Business,b'Brennan Loh of Shopify: The Future of Ecommerce is in Customer Engagement' (0.77),b'How To Keep Customers Loyal With Coupons' (0.72),b'Do Your Customers Look Forward to Seeing You?' (0.67),b'How to Balance Engagement and Customer Service on Twitter' (0.61),b'Creating a Custom Favicon' (0.61),"b'Xero Sees 200 Percent Increase in U.S. Customers, Adds New Leadership' (0.60)",b'6 Things Customers Want from Retail Stores and How You Can Deliver' (0.57),b'Ten Approaches That May Shape the Future of eCommerce' (0.56),b'85 Percent of Small Businesses Get Customers Through Word of Mouth' (0.56),"b'Yelp Will Allow Businesses to Sell Food, Other Services' (0.55)"
248,The ultimate master list of revenue models used by Web and Mobile companies,b'What Not to Do When Using Internet on the Go' (0.70),b'10 Assets for Using Tech to Keep Your Team on Track' (0.66),b'What is Periscope and How Do I Use It?' (0.66),b'When and How to Use Autoresponders' (0.65),b'4 Practical SMB Uses For FourSquare' (0.64),b'Speed Up Your Mobile Browsing with Dolphin' (0.62),b'Infusionsoft Announces Mobile Payments and More at ICON15' (0.62),b'Expand Your Pinterest Strategy Beyond Images Using Dashboards' (0.62),b'5 Points to Remember About Mobile SEO' (0.61),b'Infosys is using an algorithm to identify its next top-level leaders' (0.60)
249,Gross Fixed Capital Formation Weak at Non-Corporate Businesses,b'IRS Business Data in Pictures' (0.82),b'Euro zone business growth picks up slightly but still muted' (0.74),"b'Venture Capital Trends: A Shrinking, Evolving Industry' (0.62)",b'When to Give Business Gifts and Who to Give Them to' (0.61),b'TaskRabbit Switches Business Models' (0.61),b'Top Reasons to Incorporate Your Business' (0.60),b'How to Turn Your Hobby Into a Business' (0.59),b'Why Word-of-Mouth Should Be Core to Your Business' (0.57),b'Angel Investments Update Since the Economic Downturn' (0.56),b'Angel Investments Since the Economic Downturn' (0.55)
250,Banks and tech firms apply blockchain to trade finance,b'The 10 biggest European tech stories thisweek' (0.81),b'These were the 10 biggest European tech stories thisweek' (0.76),"b'Demonetisation: Banks may trim base rate by 360 bps in 3-4 years, says Ambit' (0.73)","b'After bruising China battle, Uber cedes to rival Didi' (0.72)",b'How millions from the Bangladesh Bank heist disappeared' (0.70),"b'SBA Fund Adds Manufacturing, Lifts $200 Million Limit' (0.70)",b'1001 Startup Ideas - Delivery Aggregator in a city' (0.69),"b""Govt's decision to demonetise a retrograde move: Arvind Sanger"" (0.68)","b'Demonetisation: RBI relaxes loan repayment norms for banks, NBFCs' (0.68)",b'Idea Cellular posts 74 percent drop in first quarter profit' (0.67)
251,Reward your Small Business with the Capital One Spark,b'How Much Will the Sequester Cost Small Business Contractors?' (0.91),b'Why Small Businesses Have Trouble Getting Credit' (0.91),b'The Island Approach: Which Are the Best Credit Cards for Small Business?' (0.88),"b'Small Businesses Spend More on Travel, Per Concur Survey' (0.88)",b'Peer-to-Peer Lending Club Fine-Tunes Small Business Loan Program' (0.86),b'An Update on the Greater Opportunities for Small Business Act' (0.86),b'Email Erases 9 to 5 at Many Small to Mid-Sized Businesses' (0.84),b'How the IRS Scandal Might Benefit Small Business' (0.84),b'Lawton Ursrey of SageOne: Improve Small Business Efficiency' (0.84),b'Connie Certusi of Sage: Our Goal is to Automate Small Business Tasks' (0.84)
252,"Demonetisation: RBI relaxes loan repayment norms for banks, NBFCs","b'Demonetisation: Banks may trim base rate by 360 bps in 3-4 years, says Ambit' (0.90)","b""Govt's decision to demonetise a retrograde move: Arvind Sanger"" (0.87)",b'How millions from the Bangladesh Bank heist disappeared' (0.84),b'Loan Approvals Rising at Small Banks and Alternative Lenders' (0.75),b'You thought Vijay Mallya is the largest defaulter who owes banks money? Wait till you read this' (0.74),b'Daily Sprout' (0.72),b'10 Questions to Ask Before Applying for a Bank Loan' (0.71),b'Small Banks Continue to Grab Share In Small Biz Loan Market' (0.69),b'Banks and tech firms apply blockchain to trade finance' (0.68),b'Pricing pressure in US biz cyclical in nature: Cadila Health' (0.66)
253,"SBA Fund Adds Manufacturing, Lifts $200 Million Limit","b'Mashable Raises $13 Million, Its First Ever Outside Investment' (0.78)",b'You thought Vijay Mallya is the largest defaulter who owes banks money? Wait till you read this' (0.70),b'Banks and tech firms apply blockchain to trade finance' (0.70),b'How millions from the Bangladesh Bank heist disappeared' (0.69),b'The 10 biggest European tech stories thisweek' (0.66),"b'After bruising China battle, Uber cedes to rival Didi' (0.66)",b'Deals of the day- Mergers and acquisitions' (0.66),b'Daily Sprout' (0.64),b'Loan Approvals Rising at Small Banks and Alternative Lenders' (0.63),b'These were the 10 biggest European tech stories thisweek' (0.62)
254,Here comes industrial production ...,b'Here comes consumer confidence ...' (0.93),b'Here come personal income and spending ...' (0.91),b'Here come retail sales ...' (0.90),b'Here comes the Baker Hughes rig count ...' (0.88),b'Here come ADP private payrolls ...' (0.87),b'Here comes the Beige Book ...' (0.82),b'Here come initial jobless claims ...' (0.82),b'FCC Decision on Net Neutrality Coming Soon' (0.81),b'Here comes the jobs report ...' (0.80),b'Kid Inventors Come Up With Creative Environmental Solutions' (0.72)
255,"Small Business Book Awards: Nominate Through March 3, 2013",b'Best Small Business Books' (0.94),b'The Commitment Engine Inspires Small Business Growth' (0.76),b'Review: Samsung Chromebook for Your Small Business' (0.75),b'Why Small Businesses Have Trouble Getting Credit' (0.75),b'Are You Blogging for Your Small Business?' (0.74),b'How Much Will the Sequester Cost Small Business Contractors?' (0.72),b'An Update on the Greater Opportunities for Small Business Act' (0.72),b'Reward your Small Business with the Capital One Spark' (0.71),b'Small Business Leads To Better Economy' (0.70),b'Peer-to-Peer Lending Club Fine-Tunes Small Business Loan Program' (0.70)
256,Got a Startup Tech Hardware Product to Sell? Try Grand St.,b'The Hiring Roadmap We Advise for All Our Portfolio Startups' (0.75),"b""AdPushup, a tech startup backed by Microsoft Accelarator just raised Series A funding from Japan's Geniee, Inc"" (0.75)",b'Tech Startup Viddler is a Hometown Success Story' (0.74),b'[Video] The Single Biggest Reason Why Startups Succeed' (0.72),b'Volvo is quietly becoming a tech superpower' (0.71),b'15 Startup Mistakes You Should Avoid' (0.71),b'What NOT to Spend On In Your Startup' (0.70),b'1001 Startup Ideas - Delivery Aggregator in a city' (0.69),"b'VC Firm IvyCap is going into IITs, IIMs and ISB to fund startups.\nYes, Christmas just came early this year' (0.67)",b'Personal task management startup dunzo raises $650K funding from Blume Ventures and Aspada' (0.64)
257,"Copper futures rise on global cues, spot demand",b'Cardamom futures remain up on rising demand' (0.99),b'Gold futures slide on weak global cues' (0.99),b'Crude oil futures fall on weak Asian cues' (0.98),b'Rupee down against dollar' (0.92),b'Oil prices fall on oversupply concerns despite output cuts' (0.90),b'Chinese yuan strengthens' (0.88),b'Sun TV Q1 net profit climbs 19% to Rs 233.1 crore' (0.79),"b""Here's a super-quick guide to what traders are talking about right now"" (0.76)","b'India orders four maritime spy planes from Boeing, bolsters navy' (0.72)","b'Health, tech stocks power S&P, Nasdaq to record highs' (0.71)"
258,Remote Work No Longer a Perk But a Business Imperative,b'Flexible Working: Win-Win For Employers and Employees' (0.84),b'Do You Trust Your Employees to Work Remotely?' (0.83),b'Employers Say Wellness Programs Work' (0.81),b'Working at TaxiForSure is fun for sure [Fabulous Workplaces]' (0.76),b'How I increased my productivity 1.5x by experimenting with my work schedule' (0.74),b'Windows 8.1 For Free? A Version May Be In The Works' (0.73),b'How Do Your Employee Benefits Stack Up?' (0.73),b'Awaken Your Productivity With Fearless At Work' (0.72),"b'Give Quantitative, Monetary Values to Employee Benefits or Risk Attrition' (0.71)",b'25 of the Best Cities for Freelancers to Work and Play' (0.70)
259,Loni Stark of Adobe: Digital Marketing Solutions in the Cloud,b'Coca-Cola: Marketing Done Right' (0.85),b'Marketing With Vine: Leveraging the Power of 6-Second Videos' (0.84),b'3 Steps to Performing Content Marketing on a Shoestring Budget' (0.84),b'The Evolution of Affiliate Marketing' (0.81),b'Getting Your Invention To Market' (0.78),"b'Email Marketing is Not Dead, Bring it Back to Life With These Resources' (0.78)",b'SMB Marketing Is About Telling Your Story' (0.78),b'The Psychology of Color in Marketing' (0.77),b'Raghu Raghavan of Act-On: Now is the Time to Dive Into Marketing Automation' (0.75),b'Effective Marketing Includes A Return On Influence' (0.73)
